BikeID,Duration,Start date,End date,Start station number,Start_station,End station number,End station,Bike number,Member type
529641,167,01/01/2018 01:21,01/01/2018 01:24,31007,Crystal City Metro / 18th & Bell St,31013,Eads & 22nd St S,W22462,Member
529642,554,01/01/2018 01:23,01/01/2018 01:32,31114,18th St & Wyoming Ave NW,31241,Thomas Circle,W20653,Member
529643,202,01/01/2018 01:25,01/01/2018 01:28,31263,10th & K St NW,31600,5th & K St NW,W01094,Member
529644,691,01/01/2018 01:25,01/01/2018 01:36,31285,22nd & P ST NW,31281,8th & O St NW,W20753,Member
529645,345,01/01/2018 01:27,01/01/2018 01:33,31218,L'Enfant Plaza / 7th & C St SW,31108,4th & M St SW,W01025,Member
529646,989,01/01/2018 01:27,01/01/2018 01:44,31107,Lamont & Mt Pleasant NW,31118,3rd & Elm St NW,W20953,Member
529647,652,01/01/2018 01:28,01/01/2018 01:39,31042,Market Square / King St & Royal St,31098,King St Metro North / Cameron St,W00962,Casual
529648,641,01/01/2018 01:28,01/01/2018 01:39,31042,Market Square / King St & Royal St,31098,King St Metro North / Cameron St,W20732,Casual
529649,551,01/01/2018 01:36,01/01/2018 01:45,32014,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,31310,Connecticut & Nebraska Ave NW,W20731,Member
529650,258,01/01/2018 01:37,01/01/2018 01:41,31048,King St Metro South,31082,Eisenhower Ave & Mill Race Ln,W23081,Member
529651,568,01/01/2018 01:38,01/01/2018 01:48,31266,11th & M St NW,31229,New Hampshire Ave & T St NW,W20573,Member
529652,638,01/01/2018 01:38,01/01/2018 01:49,31230,Metro Center / 12th & G St NW,31636,New Jersey Ave & N St NW/Dunbar HS,W20931,Member
529653,214,01/01/2018 01:39,01/01/2018 01:42,31200,Massachusetts Ave & Dupont Circle NW,31128,23rd & M St NW,W20318,Member
529654,1165,01/01/2018 01:39,01/01/2018 01:58,31503,Florida Ave & R St NW,31112,Harvard St & Adams Mill Rd NW,W01314,Member
529655,304,01/01/2018 01:41,01/01/2018 01:46,31115,Columbia Rd & Georgia Ave NW,31109,7th & T St NW,W00382,Member
529656,541,01/01/2018 01:41,01/01/2018 01:50,31268,12th & U St NW,31202,14th & R St NW,W00756,Casual
529657,564,01/01/2018 01:41,01/01/2018 01:51,31506,1st & Rhode Island Ave NW,31281,8th & O St NW,W01499,Member
529658,517,01/01/2018 01:41,01/01/2018 01:50,31268,12th & U St NW,31202,14th & R St NW,W20337,Casual
529659,384,01/01/2018 01:43,01/01/2018 01:50,31270,8th & D St NW,31244,4th & E St SW,W22679,Member
529660,1082,01/01/2018 01:46,01/01/2018 02:04,31636,New Jersey Ave & N St NW/Dunbar HS,31614,11th & H St NE,W00141,Member
529661,212,01/01/2018 01:47,01/01/2018 01:50,31280,11th & S St NW,31266,11th & M St NW,W21180,Member
529662,193,01/01/2018 01:47,01/01/2018 01:50,31278,18th & R St NW,31116,California St & Florida Ave NW,W00246,Member
529663,494,01/01/2018 01:49,01/01/2018 01:57,31623,Columbus Circle / Union Station,31605,3rd & D St SE,W21800,Casual
529664,302,01/01/2018 01:51,01/01/2018 01:56,31201,15th & P St NW,31268,12th & U St NW,w00583,Member
529665,463,01/01/2018 01:53,01/01/2018 02:01,31620,5th & F St NW,31244,4th & E St SW,W00407,Casual
529666,4187,01/01/2018 01:53,01/01/2018 03:03,31507,1st & Washington Hospital Center NW,31645,6th & K St NE,W00880,Casual
529667,234,01/01/2018 01:53,01/01/2018 01:57,31618,4th & East Capitol St NE,31612,D St & Maryland Ave NE,W21782,Casual
529668,642,01/01/2018 01:54,01/01/2018 02:04,31646,Maine Ave & 9th St SW,31232,7th & F St NW / National Portrait Gallery,W01345,Member
529669,338,01/01/2018 01:55,01/01/2018 02:00,31101,14th & V St NW,31117,15th & Euclid St  NW,W00918,Member
529670,1304,01/01/2018 01:56,01/01/2018 02:18,31104,Adams Mill & Columbia Rd NW,31519,1st & O St NW,W22509,Member
529671,56280,01/01/2018 01:56,01/01/2018 17:34,31245,7th & R St NW / Shaw Library,31119,14th & Belmont St NW,W22902,Casual
529672,722,01/01/2018 01:57,01/01/2018 02:09,31283,14th & L St NW,31638,1st & H St NW,W21007,Member
529673,1186,01/01/2018 01:57,01/01/2018 02:17,31300,Van Ness Metro / UDC,31214,17th & Corcoran St NW,W01139,Member
529674,273,01/01/2018 02:00,01/01/2018 02:04,31203,14th & Rhode Island Ave NW,31266,11th & M St NW,W21642,Member
529675,428,01/01/2018 02:00,01/01/2018 02:07,31615,6th & H St NE,31618,4th & East Capitol St NE,W21962,Member
529676,124,01/01/2018 02:01,01/01/2018 02:03,31214,17th & Corcoran St NW,31229,New Hampshire Ave & T St NW,W00515,Member
529677,209,01/01/2018 02:02,01/01/2018 02:05,31606,Potomac & Pennsylvania Ave SE,31626,15th St & Massachusetts Ave SE,W20942,Member
529678,348,01/01/2018 02:02,01/01/2018 02:08,31282,16th & R St NW,31285,22nd & P ST NW,W22596,Member
529679,519,01/01/2018 02:02,01/01/2018 02:11,31294,7th & E St SW,31634,3rd & Tingey St SE,W22837,Member
529680,1451,01/01/2018 02:03,01/01/2018 02:27,31200,Massachusetts Ave & Dupont Circle NW,31602,Park Rd & Holmead Pl NW,W21168,Casual
529681,875,01/01/2018 02:03,01/01/2018 02:17,31118,3rd & Elm St NW,31401,14th St & Spring Rd NW,W20953,Member
529682,1438,01/01/2018 02:03,01/01/2018 02:27,31200,Massachusetts Ave & Dupont Circle NW,31602,Park Rd & Holmead Pl NW,W21556,Casual
529683,179,01/01/2018 02:05,01/01/2018 02:08,31234,20th & O St NW / Dupont South,31128,23rd & M St NW,W00428,Member
529684,368,01/01/2018 02:05,01/01/2018 02:11,31600,5th & K St NW,31603,1st & M St NE,W22330,Member
529685,533,01/01/2018 02:06,01/01/2018 02:15,31243,4th & C St SW,31628,1st & K St SE,W21360,Casual
529686,522,01/01/2018 02:06,01/01/2018 02:15,31243,4th & C St SW,31628,1st & K St SE,W22796,Casual
529687,475,01/01/2018 02:09,01/01/2018 02:16,31636,New Jersey Ave & N St NW/Dunbar HS,31266,11th & M St NW,W20862,Member
529688,296,01/01/2018 02:10,01/01/2018 02:15,31228,8th & H St NW,31251,12th & L St NW,W00437,Member
529689,257,01/01/2018 02:12,01/01/2018 02:17,31111,10th & U St NW,31202,14th & R St NW,W21679,Member
529690,886,01/01/2018 02:13,01/01/2018 02:28,31616,3rd & H St NE,31607,14th & D St SE,W22987,Member
